episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
11000,5500,550000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,2.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,3191,1.90e+00
12000,6000,600000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,3452,2.30e+00
13000,6500,650000,0.00e+00,0.00e+00,1.00e-01,1.00e-01,3.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,3713,2.10e+00
14000,7000,700000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,2.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,9.00e-01,9.00e-01,1.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,3974,2.30e+00
15000,7500,750000,0.00e+00,0.00e+00,3.00e-01,3.00e-01,3.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,1.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.70e+00,1.70e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,4235,2.70e+00
16000,8000,800000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,3.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,4495,2.20e+00
17000,8500,850000,0.00e+00,0.00e+00,8.00e-01,8.00e-01,1.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,4756,2.70e+00
18000,9000,900000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,4.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.80e+00,1.80e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,5016,3.30e+00
19000,9500,950000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,1.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,5277,2.30e+00
20000,10000,1000000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,3.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,8.00e-01,8.00e-01,1.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.60e+00,1.60e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,5537,2.90e+00
21000,10500,1050000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,1.80,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.80,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,5795,1.40e+00
22000,11000,1100000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,3.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.60e+00,1.60e+00,0.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6053,3.40e+00
23000,11500,1150000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,2.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,8.00e-01,8.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6312,2.50e+00
24000,12000,1200000,0.00e+00,0.00e+00,1.00e-01,1.00e-01,2.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6570,1.90e+00
25000,12500,1250000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6829,1.80e+00
26000,13000,1300000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,1.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,7088,2.00e+00
27000,13500,1350000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,7347,2.00e+00
28000,14000,1400000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,2.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.60e+00,1.60e+00,0.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,7606,2.80e+00
29000,14500,1450000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,2.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.60e+00,1.60e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,7871,3.00e+00
30000,15000,1500000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,4.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8130,3.20e+00
31000,15500,1550000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,1.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8389,2.10e+00
32000,16000,1600000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,2.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,8.00e-01,8.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8648,1.70e+00
33000,16500,1650000,0.00e+00,0.00e+00,1.00e-01,1.00e-01,2.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.90e+00,1.90e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8907,2.30e+00
34000,17000,1700000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e-01,2.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9166,1.40e+00
35000,17500,1750000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9425,1.90e+00
36000,18000,1800000,0.00e+00,0.00e+00,8.00e-01,8.00e-01,2.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9684,1.60e+00
37000,18500,1850000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,1.80,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9943,1.90e+00
38000,19000,1900000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,3.80,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.70,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.40e+00,1.40e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,10202,2.70e+00
39000,19500,1950000,0.00e+00,0.00e+00,1.00e-01,1.00e-01,5.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.60e+00,1.60e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,10461,3.00e+00
40000,20000,2000000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,2.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,1.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,10721,1.80e+00
41000,20500,2050000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e-01,2.00e-01,1.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,10979,1.80e+00
42000,21000,2100000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,2.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,1.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.90e+00,1.90e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11238,2.70e+00
43000,21500,2150000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,1.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11497,1.50e+00
44000,22000,2200000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,1.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11755,2.10e+00
45000,22500,2250000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,1.70,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12014,2.00e+00
46000,23000,2300000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,2.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12273,2.30e+00
47000,23500,2350000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12532,1.60e+00
48000,24000,2400000,0.00e+00,0.00e+00,1.00e+00,1.00e+00,2.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12790,2.20e+00
49000,24500,2450000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,1.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,9.00e-01,9.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13049,1.70e+00
50000,25000,2500000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13303,1.80e+00
